Date,Time,Source IP,Destination IP,Protocol,Packet Size
14/08/2024,9:06:33,N/A,N/A,N/A,783
14/08/2024,9:06:33,N/A,N/A,N/A,783
14/08/2024,9:06:33,N/A,N/A,N/A,783
14/08/2024,9:06:34,N/A,N/A,N/A,783
14/08/2024,9:06:34,N/A,N/A,N/A,783
14/08/2024,9:06:34,N/A,N/A,N/A,74
14/08/2024,9:06:34,N/A,N/A,N/A,74
14/08/2024,9:06:34,N/A,N/A,N/A,74
14/08/2024,9:06:34,N/A,N/A,N/A,815
14/08/2024,9:06:34,N/A,N/A,N/A,74
14/08/2024,9:06:34,N/A,N/A,N/A,74
14/08/2024,9:06:34,N/A,N/A,N/A,815
14/08/2024,9:06:34,N/A,N/A,N/A,74
14/08/2024,9:06:34,N/A,N/A,N/A,815
14/08/2024,9:06:34,N/A,N/A,N/A,74
14/08/2024,9:06:34,N/A,N/A,N/A,815
14/08/2024,9:06:34,N/A,N/A,N/A,847
14/08/2024,9:06:34,N/A,N/A,N/A,74
14/08/2024,9:06:34,N/A,N/A,N/A,847
14/08/2024,9:06:34,N/A,N/A,N/A,372
14/08/2024,9:06:34,N/A,N/A,N/A,121
14/08/2024,9:06:34,N/A,N/A,N/A,105
14/08/2024,9:06:34,N/A,N/A,N/A,74
14/08/2024,9:06:34,N/A,N/A,N/A,847
14/08/2024,9:06:34,N/A,N/A,N/A,74
14/08/2024,9:06:34,N/A,N/A,N/A,847
14/08/2024,9:06:34,N/A,N/A,N/A,847
14/08/2024,9:06:34,N/A,N/A,N/A,74
14/08/2024,9:06:34,N/A,N/A,N/A,847
14/08/2024,9:06:34,N/A,N/A,N/A,836
14/08/2024,9:06:34,N/A,N/A,N/A,74
14/08/2024,9:06:34,N/A,N/A,N/A,75
14/08/2024,9:06:34,N/A,N/A,N/A,879
14/08/2024,9:06:34,N/A,N/A,N/A,86
14/08/2024,9:06:34,N/A,N/A,N/A,74
14/08/2024,9:06:34,N/A,N/A,N/A,75
14/08/2024,9:06:34,N/A,N/A,N/A,879
14/08/2024,9:06:34,N/A,N/A,N/A,86
14/08/2024,9:06:34,N/A,N/A,N/A,109
14/08/2024,9:06:34,N/A,N/A,N/A,879
14/08/2024,9:06:34,N/A,N/A,N/A,74
14/08/2024,9:06:34,N/A,N/A,N/A,74
14/08/2024,9:06:34,N/A,N/A,N/A,890
14/08/2024,9:06:35,N/A,N/A,N/A,982
14/08/2024,9:06:35,N/A,N/A,N/A,982
14/08/2024,9:06:35,N/A,N/A,N/A,74
14/08/2024,9:06:35,N/A,N/A,N/A,307
14/08/2024,9:06:35,N/A,N/A,N/A,119
14/08/2024,9:06:35,N/A,N/A,N/A,105
14/08/2024,9:06:35,N/A,N/A,N/A,74
14/08/2024,9:06:35,N/A,N/A,N/A,1374
14/08/2024,9:06:35,N/A,N/A,N/A,1374
14/08/2024,9:06:35,N/A,N/A,N/A,1374
14/08/2024,9:06:36,N/A,N/A,N/A,74
14/08/2024,9:06:36,N/A,N/A,N/A,74
14/08/2024,9:06:36,N/A,N/A,N/A,74
14/08/2024,9:06:36,N/A,N/A,N/A,74
14/08/2024,9:06:36,N/A,N/A,N/A,384
14/08/2024,9:06:36,N/A,N/A,N/A,125
14/08/2024,9:06:36,N/A,N/A,N/A,105
14/08/2024,9:06:36,N/A,N/A,N/A,86
14/08/2024,9:06:36,N/A,N/A,N/A,74
14/08/2024,9:06:36,N/A,N/A,N/A,86
14/08/2024,9:06:37,192.168.141.102,239.255.255.250,17,217
14/08/2024,9:06:37,192.168.141.102,239.255.255.250,17,217
14/08/2024,9:06:37,192.168.141.114,192.168.141.74,6,66
14/08/2024,9:06:37,192.168.141.114,192.168.141.74,6,66
14/08/2024,9:06:37,192.168.141.114,192.168.141.74,6,66
14/08/2024,9:06:37,192.168.141.74,192.168.141.114,6,66
14/08/2024,9:06:37,192.168.141.74,192.168.141.114,6,66
14/08/2024,9:06:37,192.168.141.74,192.168.141.114,6,66
14/08/2024,9:06:37,192.168.141.114,192.168.141.74,6,54
14/08/2024,9:06:37,192.168.141.114,192.168.141.74,6,54
14/08/2024,9:06:38,192.168.141.74,192.168.141.114,6,55
14/08/2024,9:06:38,192.168.141.74,192.168.141.114,6,55
14/08/2024,9:06:38,192.168.141.74,192.168.141.114,6,55
14/08/2024,9:06:38,192.168.141.114,192.168.141.74,6,66
14/08/2024,9:06:38,192.168.141.114,192.168.141.74,6,66
14/08/2024,9:06:38,192.168.141.114,192.168.141.74,6,66
14/08/2024,9:06:38,N/A,N/A,N/A,74
14/08/2024,9:06:38,N/A,N/A,N/A,74
14/08/2024,9:06:38,N/A,N/A,N/A,74
14/08/2024,9:06:38,N/A,N/A,N/A,74
14/08/2024,9:06:38,192.168.141.114,192.168.141.74,6,54
14/08/2024,9:06:38,192.168.141.114,192.168.141.74,6,54
14/08/2024,9:06:38,192.168.141.114,192.168.141.74,6,54
14/08/2024,9:06:38,192.168.141.74,192.168.141.114,6,234
14/08/2024,9:06:38,192.168.141.74,192.168.141.114,6,378
14/08/2024,9:06:38,192.168.141.74,192.168.141.114,6,137
14/08/2024,9:06:38,192.168.141.114,192.168.141.74,6,54
14/08/2024,9:06:38,192.168.141.114,192.168.141.74,6,54
14/08/2024,9:06:38,192.168.141.114,192.168.141.74,6,54
14/08/2024,9:06:38,N/A,N/A,N/A,1292
14/08/2024,9:06:38,N/A,N/A,N/A,1292
14/08/2024,9:06:38,N/A,N/A,N/A,1292
14/08/2024,9:06:38,N/A,N/A,N/A,363
14/08/2024,9:06:38,N/A,N/A,N/A,991
14/08/2024,9:06:38,N/A,N/A,N/A,100
14/08/2024,9:06:38,N/A,N/A,N/A,86
14/08/2024,9:06:38,192.168.141.74,192.168.141.114,6,55
14/08/2024,9:06:38,192.168.141.74,192.168.141.114,6,55
14/08/2024,9:06:38,192.168.141.74,192.168.141.114,6,55
14/08/2024,9:06:38,N/A,N/A,N/A,140
14/08/2024,9:06:38,N/A,N/A,N/A,91
14/08/2024,9:06:38,N/A,N/A,N/A,93
14/08/2024,9:06:38,192.168.141.114,192.168.141.74,6,54
14/08/2024,9:06:38,192.168.141.114,192.168.141.74,6,54
14/08/2024,9:06:38,192.168.141.114,192.168.141.74,6,54
14/08/2024,9:06:38,192.168.141.74,192.168.141.114,6,325
14/08/2024,9:06:38,192.168.141.74,192.168.141.114,6,229
14/08/2024,9:06:38,192.168.141.74,192.168.141.114,6,188
14/08/2024,9:06:38,192.168.141.114,192.168.141.74,6,54
14/08/2024,9:06:38,192.168.141.114,192.168.141.74,6,54
14/08/2024,9:06:38,N/A,N/A,N/A,311
14/08/2024,9:06:38,N/A,N/A,N/A,83
14/08/2024,9:06:38,N/A,N/A,N/A,97
14/08/2024,9:06:38,N/A,N/A,N/A,86
14/08/2024,9:06:38,N/A,N/A,N/A,74
14/08/2024,9:06:38,N/A,N/A,N/A,74
14/08/2024,9:06:38,N/A,N/A,N/A,86
14/08/2024,9:06:38,N/A,N/A,N/A,86
14/08/2024,9:06:38,N/A,N/A,N/A,86
14/08/2024,9:06:38,N/A,N/A,N/A,74
14/08/2024,9:06:38,192.168.141.102,239.255.255.250,17,217
14/08/2024,9:06:38,N/A,N/A,N/A,86
14/08/2024,9:06:38,N/A,N/A,N/A,74
14/08/2024,9:06:38,N/A,N/A,N/A,1374
14/08/2024,9:06:38,N/A,N/A,N/A,713
14/08/2024,9:06:38,N/A,N/A,N/A,86
14/08/2024,9:06:38,N/A,N/A,N/A,74
14/08/2024,9:06:38,N/A,N/A,N/A,1374
14/08/2024,9:06:38,N/A,N/A,N/A,681
14/08/2024,9:06:38,N/A,N/A,N/A,74
14/08/2024,9:06:38,N/A,N/A,N/A,965
14/08/2024,9:06:38,N/A,N/A,N/A,200
14/08/2024,9:06:38,N/A,N/A,N/A,74
14/08/2024,9:06:38,N/A,N/A,N/A,173
14/08/2024,9:06:38,N/A,N/A,N/A,416
14/08/2024,9:06:38,N/A,N/A,N/A,142
14/08/2024,9:06:38,N/A,N/A,N/A,1374
14/08/2024,9:06:38,N/A,N/A,N/A,165
14/08/2024,9:06:38,N/A,N/A,N/A,1374
14/08/2024,9:06:38,N/A,N/A,N/A,160
14/08/2024,9:06:39,N/A,N/A,N/A,74
14/08/2024,9:06:39,N/A,N/A,N/A,74
14/08/2024,9:06:39,N/A,N/A,N/A,1354
14/08/2024,9:06:39,N/A,N/A,N/A,1354
14/08/2024,9:06:39,N/A,N/A,N/A,1354
14/08/2024,9:06:39,N/A,N/A,N/A,1354
14/08/2024,9:06:39,N/A,N/A,N/A,74
14/08/2024,9:06:39,N/A,N/A,N/A,965
14/08/2024,9:06:39,N/A,N/A,N/A,200
14/08/2024,9:06:39,N/A,N/A,N/A,74
14/08/2024,9:06:39,N/A,N/A,N/A,74
14/08/2024,9:06:39,N/A,N/A,N/A,442
14/08/2024,9:06:39,N/A,N/A,N/A,74
14/08/2024,9:06:39,N/A,N/A,N/A,74
14/08/2024,9:06:39,N/A,N/A,N/A,441
14/08/2024,9:06:39,N/A,N/A,N/A,74
14/08/2024,9:06:39,N/A,N/A,N/A,245
14/08/2024,9:06:39,N/A,N/A,N/A,143
14/08/2024,9:06:39,N/A,N/A,N/A,74
14/08/2024,9:06:39,N/A,N/A,N/A,74
14/08/2024,9:06:45,N/A,N/A,N/A,74
14/08/2024,9:06:45,192.168.141.102,239.255.255.250,17,217
14/08/2024,9:06:45,N/A,N/A,N/A,313
14/08/2024,9:06:45,N/A,N/A,N/A,336
14/08/2024,9:06:45,N/A,N/A,N/A,74
14/08/2024,9:06:45,N/A,N/A,N/A,1198
14/08/2024,9:06:45,N/A,N/A,N/A,1198
14/08/2024,9:06:45,N/A,N/A,N/A,90
14/08/2024,9:06:45,N/A,N/A,N/A,130
14/08/2024,9:06:45,N/A,N/A,N/A,83
14/08/2024,9:06:49,N/A,N/A,N/A,87
14/08/2024,9:06:49,N/A,N/A,N/A,94
14/08/2024,9:06:49,N/A,N/A,N/A,83
14/08/2024,9:06:49,N/A,N/A,N/A,95
14/08/2024,9:06:49,N/A,N/A,N/A,147
14/08/2024,9:06:49,N/A,N/A,N/A,74
14/08/2024,9:06:49,N/A,N/A,N/A,74
14/08/2024,9:06:49,N/A,N/A,N/A,74
14/08/2024,9:06:49,N/A,N/A,N/A,147
14/08/2024,9:06:49,N/A,N/A,N/A,74
14/08/2024,9:06:55,N/A,N/A,N/A,75
14/08/2024,9:06:55,N/A,N/A,N/A,86
14/08/2024,9:06:55,N/A,N/A,N/A,175
14/08/2024,9:06:55,N/A,N/A,N/A,245
14/08/2024,9:06:55,N/A,N/A,N/A,74
14/08/2024,9:06:55,N/A,N/A,N/A,86
14/08/2024,9:06:55,N/A,N/A,N/A,86
14/08/2024,9:06:55,N/A,N/A,N/A,1286
14/08/2024,9:06:55,N/A,N/A,N/A,754
14/08/2024,9:06:55,N/A,N/A,N/A,89
14/08/2024,9:06:58,N/A,N/A,N/A,94
14/08/2024,9:06:58,N/A,N/A,N/A,130
14/08/2024,9:06:58,N/A,N/A,N/A,83
14/08/2024,9:06:58,N/A,N/A,N/A,97
14/08/2024,9:06:58,N/A,N/A,N/A,86
14/08/2024,9:06:58,N/A,N/A,N/A,312
14/08/2024,9:06:58,N/A,N/A,N/A,334
14/08/2024,9:06:58,N/A,N/A,N/A,74
14/08/2024,9:06:58,N/A,N/A,N/A,75
14/08/2024,9:06:58,N/A,N/A,N/A,86
14/08/2024,9:07:00,192.168.141.74,192.168.141.114,6,66
14/08/2024,9:07:00,192.168.141.74,192.168.141.114,6,66
14/08/2024,9:07:00,192.168.141.114,192.168.141.74,6,54
14/08/2024,9:07:00,192.168.141.114,192.168.141.74,6,54
14/08/2024,9:07:00,192.168.141.114,192.168.141.74,6,56
14/08/2024,9:07:00,192.168.141.74,192.168.141.114,6,66
14/08/2024,9:07:00,192.168.141.114,192.168.141.74,6,92
14/08/2024,9:07:00,192.168.141.114,192.168.141.74,6,54
14/08/2024,9:07:00,192.168.141.114,192.168.141.74,6,56
14/08/2024,9:07:00,192.168.141.114,192.168.141.74,6,92
14/08/2024,9:07:01,192.168.141.74,192.168.141.114,6,55
14/08/2024,9:07:01,192.168.141.74,192.168.141.114,6,55
14/08/2024,9:07:01,192.168.141.74,192.168.141.114,6,121
14/08/2024,9:07:01,192.168.141.114,192.168.141.74,6,54
14/08/2024,9:07:01,192.168.141.74,192.168.141.114,6,54
14/08/2024,9:07:01,192.168.141.114,192.168.141.74,6,54
14/08/2024,9:07:01,192.168.141.114,192.168.141.74,6,54
14/08/2024,9:07:01,192.168.141.74,192.168.141.114,6,109
14/08/2024,9:07:01,192.168.141.114,192.168.141.74,6,54
14/08/2024,9:07:01,192.168.141.74,192.168.141.114,6,54
14/08/2024,9:07:01,192.168.141.114,192.168.141.74,6,54
14/08/2024,9:07:01,192.168.141.114,192.168.141.74,6,54
14/08/2024,9:07:01,192.168.141.74,192.168.141.114,6,144
14/08/2024,9:07:01,192.168.141.74,192.168.141.114,6,54
14/08/2024,9:07:01,192.168.141.114,192.168.141.74,6,54
14/08/2024,9:07:01,N/A,N/A,N/A,74
14/08/2024,9:07:01,N/A,N/A,N/A,74
14/08/2024,9:07:01,N/A,N/A,N/A,74
14/08/2024,9:07:01,N/A,N/A,N/A,86
14/08/2024,9:07:01,N/A,N/A,N/A,74
14/08/2024,9:07:01,N/A,N/A,N/A,74
14/08/2024,9:07:01,N/A,N/A,N/A,74
14/08/2024,9:07:01,N/A,N/A,N/A,74
14/08/2024,9:07:01,N/A,N/A,N/A,74
14/08/2024,9:07:01,N/A,N/A,N/A,1294
14/08/2024,9:07:01,N/A,N/A,N/A,1294
14/08/2024,9:07:01,N/A,N/A,N/A,742
14/08/2024,9:07:01,N/A,N/A,N/A,74
14/08/2024,9:07:01,N/A,N/A,N/A,138
14/08/2024,9:07:01,N/A,N/A,N/A,166
14/08/2024,9:07:01,N/A,N/A,N/A,490
14/08/2024,9:07:01,N/A,N/A,N/A,660
14/08/2024,9:07:01,N/A,N/A,N/A,105
14/08/2024,9:07:01,N/A,N/A,N/A,310
14/08/2024,9:07:01,N/A,N/A,N/A,86
14/08/2024,9:07:01,N/A,N/A,N/A,74
14/08/2024,9:07:01,N/A,N/A,N/A,74
14/08/2024,9:07:01,N/A,N/A,N/A,1292
14/08/2024,9:07:01,N/A,N/A,N/A,1292
14/08/2024,9:07:01,N/A,N/A,N/A,1292
14/08/2024,9:07:01,N/A,N/A,N/A,617
14/08/2024,9:07:01,N/A,N/A,N/A,101
14/08/2024,9:07:01,N/A,N/A,N/A,229
14/08/2024,9:07:02,N/A,N/A,N/A,581
14/08/2024,9:07:02,N/A,N/A,N/A,183
14/08/2024,9:07:02,N/A,N/A,N/A,93
14/08/2024,9:07:02,N/A,N/A,N/A,86
14/08/2024,9:07:05,N/A,N/A,N/A,74
14/08/2024,9:07:05,N/A,N/A,N/A,74
14/08/2024,9:07:10,N/A,N/A,N/A,74
14/08/2024,9:07:12,N/A,N/A,N/A,86
14/08/2024,9:07:14,N/A,N/A,N/A,86
14/08/2024,9:07:14,N/A,N/A,N/A,86
14/08/2024,9:07:14,N/A,N/A,N/A,335
14/08/2024,9:07:14,N/A,N/A,N/A,147
14/08/2024,9:07:14,N/A,N/A,N/A,74
14/08/2024,9:07:14,N/A,N/A,N/A,74
14/08/2024,9:07:14,N/A,N/A,N/A,74
14/08/2024,9:07:14,N/A,N/A,N/A,74
14/08/2024,9:07:14,192.168.141.114,192.168.141.74,6,66
14/08/2024,9:07:14,192.168.141.114,192.168.141.74,6,66
14/08/2024,9:07:14,192.168.141.74,192.168.141.114,6,66
14/08/2024,9:07:14,192.168.141.114,192.168.141.74,6,54
14/08/2024,9:07:14,192.168.141.114,192.168.141.74,6,56
14/08/2024,9:07:14,192.168.141.114,192.168.141.74,6,87
14/08/2024,9:07:14,192.168.141.74,192.168.141.114,6,66
14/08/2024,9:07:14,192.168.141.74,192.168.141.114,6,66
14/08/2024,9:07:14,192.168.141.114,192.168.141.74,6,54
14/08/2024,9:07:14,192.168.141.114,192.168.141.74,6,54
14/08/2024,9:07:14,192.168.141.114,192.168.141.74,6,56
14/08/2024,9:07:14,192.168.141.114,192.168.141.74,6,87
04/10/2024,14:31:27,192.168.146.5,152.195.38.76,6,54
04/10/2024,14:31:27,152.195.38.76,192.168.146.5,6,54
04/10/2024,14:31:27,192.168.146.5,152.195.38.76,6,54
04/10/2024,14:31:27,192.168.146.5,142.250.195.42,17,71
04/10/2024,14:31:27,142.250.195.42,192.168.146.5,17,67
04/10/2024,14:31:27,192.168.146.5,192.168.146.25,17,73
04/10/2024,14:31:27,192.168.146.5,192.168.146.25,17,73
04/10/2024,14:31:27,192.168.146.5,192.168.146.25,17,73
04/10/2024,14:31:27,192.168.146.25,192.168.146.5,17,105
04/10/2024,14:31:27,192.168.146.25,192.168.146.5,17,101
04/10/2024,14:31:27,N/A,N/A,N/A,86
04/10/2024,14:31:27,N/A,N/A,N/A,74
04/10/2024,14:31:27,N/A,N/A,N/A,1374
04/10/2024,14:31:27,N/A,N/A,N/A,736
04/10/2024,14:31:27,N/A,N/A,N/A,74
04/10/2024,14:31:27,N/A,N/A,N/A,74
04/10/2024,14:31:27,N/A,N/A,N/A,1374
04/10/2024,14:31:27,N/A,N/A,N/A,149
04/10/2024,14:31:27,N/A,N/A,N/A,74
04/10/2024,14:31:27,N/A,N/A,N/A,138
04/10/2024,14:31:28,N/A,N/A,N/A,74
04/10/2024,14:31:28,N/A,N/A,N/A,74
04/10/2024,14:31:28,N/A,N/A,N/A,554
04/10/2024,14:31:28,N/A,N/A,N/A,107
04/10/2024,14:31:28,N/A,N/A,N/A,74
04/10/2024,14:31:28,N/A,N/A,N/A,105
04/10/2024,14:31:28,N/A,N/A,N/A,74
04/10/2024,14:31:28,N/A,N/A,N/A,1374
04/10/2024,14:31:28,N/A,N/A,N/A,1374
04/10/2024,14:31:28,N/A,N/A,N/A,1374
04/10/2024,14:31:29,N/A,N/A,N/A,74
04/10/2024,14:31:29,N/A,N/A,N/A,74
04/10/2024,14:31:29,N/A,N/A,N/A,896
04/10/2024,14:31:29,N/A,N/A,N/A,1374
04/10/2024,14:31:29,N/A,N/A,N/A,74
04/10/2024,14:31:29,N/A,N/A,N/A,165
04/10/2024,14:31:29,N/A,N/A,N/A,1374
04/10/2024,14:31:29,N/A,N/A,N/A,165
04/10/2024,14:31:29,N/A,N/A,N/A,2674
04/10/2024,14:31:29,N/A,N/A,N/A,256
04/10/2024,14:31:30,192.168.146.5,192.168.146.25,17,72
04/10/2024,14:31:30,192.168.146.5,192.168.146.25,17,72
04/10/2024,14:31:30,192.168.146.5,192.168.146.25,17,72
04/10/2024,14:31:30,192.168.146.25,192.168.146.5,17,107
04/10/2024,14:31:30,192.168.146.25,192.168.146.5,17,119
04/10/2024,14:31:30,192.168.146.25,192.168.146.5,17,141
04/10/2024,14:31:30,192.168.146.25,192.168.146.5,17,184
04/10/2024,14:31:30,192.168.146.25,192.168.146.5,17,136
04/10/2024,14:31:30,192.168.146.25,192.168.146.5,17,127
04/10/2024,14:31:30,192.168.146.5,142.250.182.106,17,1292
04/10/2024,14:31:30,142.250.182.106,192.168.146.5,17,82
04/10/2024,14:31:30,N/A,N/A,N/A,86
04/10/2024,14:31:30,N/A,N/A,N/A,74
04/10/2024,14:31:30,N/A,N/A,N/A,1374
04/10/2024,14:31:30,N/A,N/A,N/A,528
04/10/2024,14:31:30,142.250.182.106,192.168.146.5,17,82
04/10/2024,14:31:30,142.250.182.106,192.168.146.5,17,1292
04/10/2024,14:31:30,142.250.182.106,192.168.146.5,17,1292
04/10/2024,14:31:30,142.250.182.106,192.168.146.5,17,1292
04/10/2024,14:31:30,192.168.146.5,142.250.182.106,17,1292
04/10/2024,14:31:30,N/A,N/A,N/A,74
04/10/2024,14:31:30,192.168.146.5,142.250.182.106,17,74
04/10/2024,14:31:30,N/A,N/A,N/A,74
04/10/2024,14:31:30,142.250.182.106,192.168.146.5,17,162
04/10/2024,14:31:30,142.250.182.106,192.168.146.5,17,64
04/10/2024,14:31:30,192.168.146.5,142.250.182.106,17,73
04/10/2024,14:31:30,N/A,N/A,N/A,2514
04/10/2024,14:31:30,N/A,N/A,N/A,74
04/10/2024,14:31:30,N/A,N/A,N/A,1294
04/10/2024,14:31:30,N/A,N/A,N/A,1063
04/10/2024,14:31:30,N/A,N/A,N/A,74
04/10/2024,14:31:30,N/A,N/A,N/A,136
04/10/2024,14:31:30,N/A,N/A,N/A,105
04/10/2024,14:31:30,N/A,N/A,N/A,105
04/10/2024,14:31:30,N/A,N/A,N/A,74
04/10/2024,14:31:30,142.250.182.106,192.168.146.5,17,314
04/10/2024,14:31:30,142.250.182.106,192.168.146.5,17,63
04/10/2024,14:31:30,N/A,N/A,N/A,74
04/10/2024,14:31:30,192.168.146.5,142.250.182.106,17,77
04/10/2024,14:31:30,192.168.146.5,142.250.195.42,17,562
04/10/2024,14:31:30,192.168.146.5,192.168.146.25,17,83
04/10/2024,14:31:30,192.168.146.5,192.168.146.25,17,83
04/10/2024,14:31:30,192.168.146.5,192.168.146.25,17,83
04/10/2024,14:31:30,192.168.146.5,142.250.195.42,17,562
04/10/2024,14:31:30,192.168.146.5,192.168.146.25,17,75
04/10/2024,14:31:30,192.168.146.5,192.168.146.25,17,75
04/10/2024,14:31:30,192.168.146.5,192.168.146.25,17,75
04/10/2024,14:31:30,192.168.146.5,192.168.146.25,17,75
04/10/2024,14:31:30,192.168.146.5,192.168.146.25,17,75
04/10/2024,14:31:30,192.168.146.5,192.168.146.25,17,75
04/10/2024,14:31:31,142.250.193.174,192.168.146.5,17,82
04/10/2024,14:31:31,142.250.193.174,192.168.146.5,17,1292
04/10/2024,14:31:31,142.250.195.42,192.168.146.5,17,70
04/10/2024,14:31:31,34.120.195.249,192.168.146.5,17,82
04/10/2024,14:31:31,142.250.193.174,192.168.146.5,17,1292
04/10/2024,14:31:31,142.250.193.174,192.168.146.5,17,346
04/10/2024,14:31:31,142.250.193.174,192.168.146.5,17,672
04/10/2024,14:31:31,142.250.193.174,192.168.146.5,17,67
04/10/2024,14:31:31,192.168.146.5,142.250.193.174,17,1292
04/10/2024,14:31:31,192.168.146.5,142.250.193.174,17,73
04/10/2024,14:31:31,142.250.195.42,192.168.146.5,17,1044
04/10/2024,14:31:31,142.250.193.174,192.168.146.5,17,65
04/10/2024,14:31:31,192.168.146.5,142.250.193.174,17,75
04/10/2024,14:31:31,192.168.146.5,142.250.193.174,17,75
04/10/2024,14:31:31,192.168.146.5,142.250.193.174,17,79
04/10/2024,14:31:31,192.168.146.5,142.250.193.174,17,79
04/10/2024,14:31:31,192.168.146.5,142.250.193.174,17,79
04/10/2024,14:31:31,192.168.146.5,34.120.195.249,17,214
04/10/2024,14:31:31,192.168.146.5,34.120.195.249,17,75
04/10/2024,14:31:31,192.168.146.5,34.120.195.249,17,75
04/10/2024,14:31:32,34.120.195.249,192.168.146.5,17,68
